Sport,TotPkts,TotBytes,SrcPkts,DstPkts,SrcBytes,service,flag,protocol_type,count,srv_count,dst_host_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_bytes,class
61573,18,1152,10,8,644,eco_i,SF,icmp,1,29,3,1,0,0,1
61574,18,1152,10,8,644,ecr_i,SF,icmp,16,16,255,1,0,0,1
61575,18,1152,10,8,644,echo,S0,tcp,226,19,255,0.07,0.06,0,1
61576,20,1276,10,10,644,private,SF,udp,5,2,149,0.01,0.05,0,1
61577,20,1276,10,10,644,http,SF,tcp,3,5,10,1,0,171,0
61579,20,1276,10,10,644,private,S0,tcp,89,13,255,0,0.07,0,1
61578,20,1276,10,10,644,smtp,SF,tcp,1,1,162,0.97,0.01,397,0
61580,20,1276,10,10,644,http,SF,tcp,22,22,255,1,0,588,0
61582,20,1276,10,10,644,smtp,SF,tcp,1,1,73,0.4,0.08,333,0
61581,20,1276,10,10,644,smtp,SF,tcp,1,1,238,0.69,0.02,412,0
61583,20,1276,10,10,644,smtp,SF,tcp,1,1,164,0.43,0.02,328,0
61584,18,1152,10,8,644,ecr_i,SF,icmp,363,363,255,1,0,0,1
61587,18,1152,10,8,644,smtp,SF,tcp,1,1,255,0.25,0.05,388,0
61585,18,1152,10,8,644,imap4,S0,tcp,205,19,255,0.07,0.05,0,1
61586,18,1152,10,8,644,eco_i,SF,icmp,1,1,1,1,0,0,1
61588,18,1152,10,8,644,gopher,S0,tcp,240,7,255,0.03,0.06,0,1
61590,18,1152,10,8,644,http,SF,tcp,9,9,176,1,0,738,0
61589,18,1152,10,8,644,other,REJ,tcp,509,1,255,0,1,0,1
61591,18,1152,10,8,644,finger,S0,tcp,236,6,255,0.02,0.08,0,1
61593,20,1276,10,10,644,telnet,RSTO,tcp,224,12,255,0.05,0.09,0,1
61594,20,1276,10,10,644,private,S0,tcp,119,9,173,0.05,0.07,0,1
61592,20,1276,10,10,644,http,SF,tcp,8,9,255,1,0,12922,0
61595,20,1276,10,10,644,auth,S0,tcp,224,1,255,0,0.07,0,1
61596,20,1276,10,10,644,netbios_ns,S0,tcp,35,16,255,0.06,0.07,0,1
61597,20,1276,10,10,644,private,REJ,tcp,360,1,255,0,0.52,0,1
61598,20,1276,10,10,644,vmnet,S0,tcp,202,15,255,0.06,0.05,0,1
61599,20,1276,10,10,644,ftp_data,SF,tcp,1,1,141,0.47,0.02,0,0
61602,20,1276,10,10,644,domain_u,SF,udp,165,165,255,1,0,44,0
61600,20,1276,10,10,644,http,SF,tcp,3,3,66,1,0,2168,0
61603,20,1276,10,10,644,private,REJ,tcp,1,1,39,0.03,1,0,1
61601,20,1276,10,10,644,ecr_i,SF,icmp,17,17,255,0.07,0.02,0,1
61604,20,1276,10,10,644,uucp_path,S0,tcp,101,2,255,0.06,0.06,0,1
61606,20,1276,10,10,644,telnet,S1,tcp,1,1,29,0.28,0.1,13236,0
61605,20,1276,10,10,644,private,S0,tcp,160,10,255,0.01,0.07,0,1
61607,20,1276,10,10,644,private,S0,tcp,209,16,255,0.06,0.05,0,1
61610,18,1152,10,8,644,ecr_i,SF,icmp,487,487,129,1,0,0,1
61609,18,1152,10,8,644,eco_i,SF,icmp,1,15,2,1,0,0,1
61611,18,1152,10,8,644,http,SF,tcp,6,6,48,1,0,808,0
61608,18,1152,10,8,644,private,S0,tcp,203,8,255,0.03,0.06,0,1
61612,18,1152,10,8,644,bgp,REJ,tcp,280,11,255,0.04,0.07,0,1
61613,18,1152,10,8,644,http,SF,tcp,3,3,255,1,0,6763,0
61614,18,1152,10,8,644,http,SF,tcp,1,31,44,1,0,8708,0
61615,18,1152,10,8,644,ecr_i,SF,icmp,511,511,255,0.42,0.02,0,1
61616,20,1276,10,10,644,bgp,S0,tcp,102,1,255,0,0.07,0,1
61617,20,1276,10,10,644,http,SF,tcp,13,13,47,1,0,540,0
61619,20,1276,10,10,644,private,S0,tcp,267,17,255,0.08,0.06,0,1
61618,20,1276,10,10,644,http,SF,tcp,9,9,27,1,0,7240,0
61621,20,1276,10,10,644,http,SF,tcp,1,2,148,1,0,9518,0
61620,20,1276,10,10,644,private,S0,tcp,174,4,255,0.02,0.05,0,1
61622,20,1276,10,10,644,smtp,SF,tcp,1,1,106,0.6,0.06,359,0
61623,20,1276,10,10,644,private,REJ,tcp,109,7,255,0.11,0.07,0,1
61624,18,1152,10,8,644,domain_u,SF,udp,77,157,255,0.95,0.01,130,0
61626,18,1152,10,8,644,ftp_data,SF,tcp,1,1,13,1,0,0,1
61625,18,1152,10,8,644,http,SF,tcp,15,19,255,1,0,269,0
61627,18,1152,10,8,644,domain_u,SF,udp,79,159,255,0.85,0.01,133,0
61628,18,1152,10,8,644,other,SF,tcp,21,1,255,0,0.07,0,0
61629,18,1152,10,8,644,http_443,RSTR,tcp,1,1,255,0,0.79,0,1
61630,18,1152,10,8,644,nnsp,S0,tcp,125,22,255,0.09,0.05,0,1
61631,18,1152,10,8,644,bgp,S0,tcp,212,2,255,0.01,0.06,0,1
61633,20,1276,10,10,644,http,SF,tcp,5,5,153,1,0,3749,0
61632,20,1276,10,10,644,http,SF,tcp,8,8,69,1,0,21761,0
61634,20,1276,10,10,644,private,SF,udp,14,7,255,0.14,0.54,0,1
61635,20,1276,10,10,644,uucp,S0,tcp,141,11,255,0.02,0.07,0,1
61636,20,1276,10,10,644,whois,S0,tcp,277,7,255,0.03,0.05,0,1
61637,20,1276,10,10,644,ftp,RSTO,tcp,221,11,255,0.04,0.07,0,1
61638,20,1276,10,10,644,http,SF,tcp,5,5,21,1,0,10311,0
61639,20,1276,10,10,644,private,RSTR,tcp,2,2,255,0.01,0.5,0,1
61644,18,1152,10,8,644,http,REJ,tcp,1,1,1,1,0,0,0
61641,18,1152,10,8,644,ecr_i,SF,icmp,240,240,255,1,0,0,1
61643,18,1152,10,8,644,smtp,SF,tcp,1,1,255,0.55,0.03,362,0
61642,18,1152,10,8,644,telnet,S0,tcp,282,19,255,0.07,0.08,0,1
61640,18,1152,10,8,644,http,SF,tcp,5,5,255,1,0,812,0
61645,18,1152,10,8,644,http,SF,tcp,10,13,255,1,0,295,0
61646,18,1152,10,8,644,http,SF,tcp,1,2,59,1,0,9578,0
61647,18,1152,10,8,644,domain_u,SF,udp,113,193,255,1,0.01,132,0
61650,20,1276,10,10,644,http,SF,tcp,21,21,148,1,0,176,0
61651,20,1276,10,10,644,other,RSTR,tcp,2,2,255,0.01,0.73,0,1
61648,20,1276,10,10,644,private,SF,udp,3,2,255,0.98,0.01,147,0
61649,20,1276,10,10,644,klogin,S0,tcp,101,18,255,0.07,0.05,0,1
61652,20,1276,10,10,644,private,S0,tcp,98,17,255,0.07,0.07,0,1
61653,20,1276,10,10,644,domain_u,SF,udp,257,257,255,0.99,0.01,134,0
61655,20,1276,10,10,644,domain,S0,tcp,146,17,255,0,0.08,0,1
61654,20,1276,10,10,644,http,REJ,tcp,1,1,5,1,0,0,0
61656,20,1276,10,10,644,ftp_data,SF,tcp,9,10,105,0.49,0.05,0,0
61658,20,1276,10,10,644,smtp,SF,tcp,1,1,143,0.76,0.03,279,0
61657,20,1276,10,10,644,netstat,S0,tcp,126,3,255,0.01,0.05,0,1
61659,20,1276,10,10,644,http,SF,tcp,7,20,252,1,0,5280,0
61660,20,1276,10,10,644,other,SF,udp,1,1,122,0.02,0.58,105,0
61661,20,1276,10,10,644,private,S0,tcp,172,4,255,0.06,0.07,0,1
61662,20,1276,10,10,644,domain_u,SF,udp,159,239,255,1,0,136,0
61663,20,1276,10,10,644,private,S0,tcp,103,3,255,0.1,0.06,0,1
61665,18,1152,10,8,644,http,SF,tcp,1,6,4,1,0,419,0
61666,18,1152,10,8,644,http,SF,tcp,2,2,255,0.97,0.01,277,0
61664,18,1152,10,8,644,ftp_data,SF,tcp,1,1,255,0.25,0.02,0,0
61667,18,1152,10,8,644,http,SF,tcp,1,1,207,1,0,418,0
61669,18,1152,10,8,644,private,S0,tcp,231,10,255,0.04,0.06,0,1
61668,18,1152,10,8,644,private,SF,udp,1,1,229,0.8,0.01,147,0
61670,18,1152,10,8,644,smtp,S0,tcp,2,1,255,0,0.08,0,1
61671,18,1152,10,8,644,eco_i,SF,icmp,1,1,59,1,0,0,0
61672,20,1276,10,10,644,http,SF,tcp,2,6,183,1,0,761,0
61674,20,1276,10,10,644,http,SF,tcp,1,1,187,0.95,0.02,15626,0
61673,20,1276,10,10,644,http,SF,tcp,15,15,143,1,0,543,0
61675,20,1276,10,10,644,auth,S0,tcp,189,1,255,0,0.07,0,1
61677,20,1276,10,10,644,http,SF,tcp,17,22,155,1,0,259,0
61678,20,1276,10,10,644,netstat,S0,tcp,277,10,255,0,0.09,0,1
61679,20,1276,10,10,644,private,RSTR,tcp,1,1,239,0,0.32,0,1
61676,20,1276,10,10,644,http,SF,tcp,17,21,183,1,0,983,0
61680,18,1152,10,8,644,ftp_data,SF,tcp,1,1,14,0.36,0.14,0,0
61682,18,1152,10,8,644,private,REJ,tcp,215,1,255,0,0.08,0,1
61681,18,1152,10,8,644,courier,S0,tcp,111,15,255,0.06,0.06,0,1
61683,18,1152,10,8,644,private,REJ,tcp,133,9,255,0.02,0.07,0,1
61684,18,1152,10,8,644,http,SF,tcp,19,30,255,1,0,422,0
61685,18,1152,10,8,644,http,SF,tcp,9,22,63,1,0,4962,0
61686,18,1152,10,8,644,http_443,S0,tcp,275,23,255,0.09,0.07,0,1
61687,18,1152,10,8,644,private,S0,tcp,88,19,255,0.01,0.07,0,1
137,24,2256,24,0,2256,smtp,SF,tcp,1,1,93,0.78,0.04,414,0
61689,20,1276,10,10,644,http,SF,tcp,6,6,255,1,0,1596,0
61691,20,1276,10,10,644,domain_u,SF,udp,257,261,255,0.86,0.01,76,0
61690,20,1276,10,10,644,private,S0,tcp,236,19,40,0.47,0.08,0,1
61692,20,1276,10,10,644,efs,S0,tcp,140,6,255,0.02,0.05,0,1
61688,20,1276,10,10,644,vmnet,S0,tcp,43,13,255,0.05,0.08,0,1
61693,20,1276,10,10,644,http,REJ,tcp,1,3,111,1,0,0,0
61694,20,1276,10,10,644,netstat,S0,tcp,217,19,255,0.07,0.07,0,1
61695,20,1276,10,10,644,private,S0,tcp,216,14,255,0.05,0.05,0,1
61696,18,1152,10,8,644,finger,SF,tcp,1,1,137,0.05,0.04,137,0
61697,18,1152,10,8,644,private,RSTR,tcp,383,2,255,0.01,0.52,0,1
61699,18,1152,10,8,644,ftp_data,REJ,tcp,272,7,255,0.03,0.09,0,1
61698,18,1152,10,8,644,gopher,REJ,tcp,144,8,255,0.03,0.08,0,1
61700,18,1152,10,8,644,http,S1,tcp,10,10,53,1,0,1460,0
61701,18,1152,10,8,644,domain_u,SF,udp,27,27,255,0.85,0.01,70,0
61702,18,1152,10,8,644,ftp,S0,tcp,249,19,255,0.07,0.07,0,1
61703,18,1152,10,8,644,http,SF,tcp,12,17,255,1,0,960,0
61705,20,1276,10,10,644,netbios_ssn,S0,tcp,236,1,255,0.07,0.07,0,1
61707,20,1276,10,10,644,other,REJ,tcp,511,1,255,0,1,0,1
61706,20,1276,10,10,644,domain_u,SF,udp,68,148,255,1,0.01,130,0
61704,20,1276,10,10,644,http,SF,tcp,6,6,255,1,0,1849,0
61708,20,1276,10,10,644,ecr_i,SF,icmp,436,436,26,1,0,0,1
61710,20,1276,10,10,644,http,REJ,tcp,1,1,4,1,0,0,0
61711,20,1276,10,10,644,domain_u,SF,udp,213,212,102,0.68,0.02,142,0
61709,20,1276,10,10,644,telnet,SF,tcp,1,1,133,0.01,0.04,15165,0
61715,18,1152,10,8,644,private,S0,tcp,136,11,255,0.04,0.07,0,1
61714,18,1152,10,8,644,http,SF,tcp,24,24,255,1,0,11283,0
61712,18,1152,10,8,644,http,SF,tcp,5,5,116,1,0,6406,0
61713,18,1152,10,8,644,http,SF,tcp,5,19,51,1,0,1373,0
61716,18,1152,10,8,644,other,REJ,tcp,511,1,255,0,1,0,1
61717,18,1152,10,8,644,http,SF,tcp,12,12,255,1,0,18840,0
61718,18,1152,10,8,644,http,SF,tcp,3,6,152,1,0,2651,0
61719,18,1152,10,8,644,http,SF,tcp,3,3,3,1,0,2963,0
61722,20,1276,10,10,644,domain_u,SF,udp,142,141,255,1,0.01,82,0
61721,20,1276,10,10,644,http,SF,tcp,21,21,91,1,0,446,0
61724,20,1276,10,10,644,private,S0,tcp,241,6,255,0.02,0.06,0,1
61723,20,1276,10,10,644,urp_i,SF,icmp,37,7,255,0.12,0.01,0,0
61720,20,1276,10,10,644,private,S0,tcp,136,19,255,0.03,0.07,0,1
61725,20,1276,10,10,644,smtp,SF,tcp,1,2,110,0.58,0.04,325,0
61726,20,1276,10,10,644,ftp,SF,tcp,1,1,255,0.47,0.02,2451,1
61727,20,1276,10,10,644,http,SF,tcp,42,42,255,1,0,655,0
61730,18,1152,10,8,644,imap4,S0,tcp,249,17,255,0.07,0.05,0,1
61729,18,1152,10,8,644,http,SF,tcp,3,8,175,1,0,765,0
61731,18,1152,10,8,644,iso_tsap,S0,tcp,286,21,255,0.08,0.05,0,1
61728,18,1152,10,8,644,private,REJ,tcp,199,2,255,0.01,0.09,0,1
61732,18,1152,10,8,644,http,SF,tcp,3,3,255,0.98,0.01,1380,0
61733,18,1152,10,8,644,private,S0,tcp,216,3,255,0.02,0.08,0,1
61735,18,1152,10,8,644,ntp_u,SF,udp,1,1,4,0.75,0.5,48,0
61734,18,1152,10,8,644,private,SF,udp,33,33,255,0.13,0.02,0,1
61738,20,1276,10,10,644,sunrpc,S0,tcp,284,6,255,0.06,0.08,0,1
61737,20,1276,10,10,644,hostnames,S0,tcp,229,6,255,0.02,0.06,0,1
61740,20,1276,10,10,644,private,SF,udp,8,1,255,0.8,0.01,147,0
61739,20,1276,10,10,644,name,S0,tcp,213,9,255,0.08,0.07,0,1
61741,20,1276,10,10,644,http,SF,tcp,18,27,255,1,0,285,0
61742,20,1276,10,10,644,http,SF,tcp,12,18,32,1,0,2622,0
61736,20,1276,10,10,644,eco_i,SF,icmp,1,50,2,1,0,0,1
61743,20,1276,10,10,644,smtp,SF,tcp,1,5,24,0.62,0.17,328,0
61747,18,1152,10,8,644,imap4,S0,tcp,217,4,255,0.08,0.08,0,1
61744,18,1152,10,8,644,finger,SF,tcp,1,1,51,0.08,0.08,141,0
61746,18,1152,10,8,644,http,SF,tcp,16,17,255,1,0,9166,0
61745,18,1152,10,8,644,smtp,SF,tcp,1,2,117,0.76,0.04,328,0
61749,18,1152,10,8,644,private,S0,tcp,128,9,255,0.04,0.05,0,1
61750,18,1152,10,8,644,ftp_data,S0,tcp,231,6,255,0.02,0.06,0,1
61748,18,1152,10,8,644,other,REJ,tcp,511,1,255,0,1,0,1
61751,18,1152,10,8,644,domain_u,SF,udp,73,153,229,0.78,0.01,139,0
61752,20,1276,10,10,644,eco_i,SF,icmp,1,1,87,1,0,0,0
61753,20,1276,10,10,644,http,SF,tcp,3,3,27,1,0,1630,0
61755,20,1276,10,10,644,smtp,SF,tcp,1,1,218,0.46,0.03,338,0
61754,20,1276,10,10,644,http,SF,tcp,2,2,20,1,0,8415,0
61756,20,1276,10,10,644,other,REJ,tcp,330,1,255,0,1,0,1
61757,20,1276,10,10,644,smtp,SF,tcp,1,3,113,0.97,0.02,329,0
61758,20,1276,10,10,644,ftp_data,REJ,tcp,273,8,255,0.03,0.09,0,1
61759,20,1276,10,10,644,Z39_50,REJ,tcp,509,1,255,0,1,0,1
61763,18,1152,10,8,644,courier,REJ,tcp,107,8,255,0.03,0.05,0,1
61761,18,1152,10,8,644,mtp,S0,tcp,294,8,255,0.03,0.05,0,1
61762,18,1152,10,8,644,http,SF,tcp,21,23,143,1,0,2542,0
61760,18,1152,10,8,644,ftp_data,SF,tcp,20,20,255,0.41,0.03,0,0
61765,18,1152,10,8,644,http,SF,tcp,2,44,97,1,0,633,0
61764,18,1152,10,8,644,http,SF,tcp,7,7,41,1,0,733,0
61766,18,1152,10,8,644,http,SF,tcp,5,6,255,1,0,11355,0
61767,18,1152,10,8,644,private,RSTR,tcp,1,1,120,0.01,0.61,0,1
61768,20,1276,10,10,644,auth,SF,tcp,1,1,255,0,0.8,39,0
61770,20,1276,10,10,644,ftp_data,SF,tcp,1,1,79,0.35,0.08,0,0
61769,20,1276,10,10,644,http,SF,tcp,37,37,75,1,0,756,0
61771,20,1276,10,10,644,eco_i,SF,icmp,1,22,1,1,0,0,1
61772,20,1276,10,10,644,telnet,S0,tcp,227,14,255,0.05,0.06,0,1
61773,20,1276,10,10,644,http,SF,tcp,20,20,49,1,0,6480,0
61775,20,1276,10,10,644,http,SF,tcp,2,3,255,1,0,368,0
61774,20,1276,10,10,644,eco_i,SF,icmp,1,1,16,1,0,0,0
61776,18,1152,10,8,644,ftp,SF,tcp,1,1,236,0.26,0.3,774,0
61779,18,1152,10,8,644,ftp_data,S0,tcp,71,18,255,0.27,0.02,0,1
61778,18,1152,10,8,644,finger,S0,tcp,6,6,66,0.09,0.06,0,1
61777,18,1152,10,8,644,vmnet,S0,tcp,208,21,255,0.08,0.05,0,1
61780,18,1152,10,8,644,http,SF,tcp,8,8,36,1,0,1920,0
61781,18,1152,10,8,644,http,SF,tcp,19,27,255,1,0,810,0
61782,18,1152,10,8,644,http,SF,tcp,11,11,175,1,0,5415,0
61783,18,1152,10,8,644,http,SF,tcp,12,24,255,1,0,7333,0
61784,20,1276,10,10,644,ftp_data,SF,tcp,2,2,197,0.11,0.03,0,0
61785,20,1276,10,10,644,ftp,S0,tcp,210,23,255,0.09,0.05,0,1
61786,20,1276,10,10,644,uucp,S0,tcp,137,11,255,0.04,0.07,0,1
61787,20,1276,10,10,644,http,SF,tcp,24,25,255,1,0,1115,0
61788,20,1276,10,10,644,smtp,SF,tcp,1,1,64,0.86,0.06,331,0
61789,20,1276,10,10,644,ftp_data,SF,tcp,4,2,255,0.21,0.35,0,0
61790,20,1276,10,10,644,ftp_data,SF,tcp,3,3,11,0.82,0.27,0,0
61791,20,1276,10,10,644,eco_i,SF,icmp,1,9,1,1,0,0,1
61793,18,1152,10,8,644,http,SF,tcp,25,50,255,1,0,608,0
61792,18,1152,10,8,644,ecr_i,SF,icmp,1,1,1,1,0,0,1
61794,18,1152,10,8,644,urp_i,SF,icmp,54,9,226,0.04,0.02,0,0
61795,18,1152,10,8,644,private,RSTOS0,tcp,151,2,255,0.01,0.22,0,1
61798,18,1152,10,8,644,http,SF,tcp,2,11,2,1,0,1446,0
61797,18,1152,10,8,644,private,S0,tcp,134,1,255,0.06,0.06,0,1
61796,18,1152,10,8,644,other,SF,udp,11,1,255,0.01,0.58,105,0
61799,18,1152,10,8,644,smtp,SF,tcp,1,1,179,0.61,0.02,366,0
61802,20,1276,10,10,644,private,S0,tcp,130,20,255,0.06,0.07,0,1
61801,20,1276,10,10,644,other,REJ,tcp,511,1,255,0,1,0,1
61800,20,1276,10,10,644,domain_u,SF,udp,11,18,255,1,0.01,46,0
61803,20,1276,10,10,644,remote_job,S0,tcp,257,6,255,0.02,0.07,0,1
61805,20,1276,10,10,644,vmnet,S0,tcp,286,7,255,0.03,0.08,0,1
61804,20,1276,10,10,644,http,SF,tcp,22,22,255,1,0,3085,0
61806,20,1276,10,10,644,ftp_data,SF,tcp,2,2,58,0.1,0.1,0,0
61807,20,1276,10,10,644,smtp,SF,tcp,1,1,184,0.52,0.03,331,0
61808,18,1152,10,8,644,http,SF,tcp,26,26,191,1,0,321,0
61811,18,1152,10,8,644,telnet,SF,tcp,1,1,111,0.19,0.04,1004,0
61809,18,1152,10,8,644,http,REJ,tcp,1,1,5,1,0,0,0
61810,18,1152,10,8,644,domain_u,SF,udp,143,148,255,1,0.01,78,0
61812,18,1152,10,8,644,private,SF,udp,13,2,255,0.11,0.51,0,1
61813,18,1152,10,8,644,http,S0,tcp,245,21,255,0.08,0.06,0,1
61814,18,1152,10,8,644,http,SF,tcp,7,31,255,1,0,589,0
61815,18,1152,10,8,644,smtp,SF,tcp,2,2,255,0.05,0.68,326,0
61818,20,1276,10,10,644,http_443,S0,tcp,145,21,255,0.08,0.05,0,1
61816,20,1276,10,10,644,http,SF,tcp,6,29,250,1,0,2474,0
61819,20,1276,10,10,644,other,RSTR,tcp,2,2,255,0.01,0.73,0,1
61817,20,1276,10,10,644,private,S0,tcp,231,2,255,0.02,0.08,0,1
61820,20,1276,10,10,644,http,SF,tcp,38,39,255,1,0,1905,0
61821,20,1276,10,10,644,private,S0,tcp,77,16,255,0.02,0.06,0,1
61822,20,1276,10,10,644,http,SF,tcp,17,45,255,1,0,573,0
61823,20,1276,10,10,644,ftp_data,SF,tcp,1,1,41,0.17,0.07,0,0
61826,20,1276,10,10,644,Z39_50,S0,tcp,215,5,255,0.02,0.07,0,1
61827,20,1276,10,10,644,http,SF,tcp,3,3,13,1,0,3783,0
61825,20,1276,10,10,644,http,SF,tcp,17,17,134,1,0,920,0
61824,20,1276,10,10,644,http,SF,tcp,8,8,255,1,0,5422,0
61828,20,1276,10,10,644,http,SF,tcp,13,24,246,1,0,421,0
61830,20,1276,10,10,644,http,SF,tcp,28,42,58,1,0,9833,0
61829,20,1276,10,10,644,private,S0,tcp,170,2,255,0.05,0.07,0,1
61831,20,1276,10,10,644,csnet_ns,S0,tcp,118,20,255,0.06,0.07,0,1
61832,18,1152,10,8,644,http,SF,tcp,7,8,16,1,0,465,0
61833,18,1152,10,8,644,http,SF,tcp,1,1,18,1,0,345,0
61834,18,1152,10,8,644,finger,SF,tcp,1,1,71,0.07,0.04,0,0
61835,18,1152,10,8,644,private,S0,tcp,232,12,255,0.04,0.07,0,1
61836,18,1152,10,8,644,domain_u,SF,udp,43,109,255,1,0,127,0
61837,18,1152,10,8,644,http,SF,tcp,2,2,2,1,0,7197,0
61838,18,1152,10,8,644,http,SF,tcp,3,3,16,1,0,10714,0
61839,18,1152,10,8,644,http,SF,tcp,12,13,255,1,0,269,0
61840,20,1276,10,10,644,echo,S0,tcp,271,6,255,0.05,0.07,0,1
61841,20,1276,10,10,644,efs,S0,tcp,130,4,255,0.02,0.07,0,1
61842,20,1276,10,10,644,telnet,SF,tcp,1,1,1,1,0,3222,0
61843,20,1276,10,10,644,http,SF,tcp,5,6,255,1,0,955,0
61844,20,1276,10,10,644,private,REJ,tcp,51,10,255,0.04,0.07,0,1
61845,20,1276,10,10,644,finger,S0,tcp,9,9,69,0.13,0.06,0,1
61846,20,1276,10,10,644,time,S0,tcp,269,20,255,0.08,0.05,0,1
61847,20,1276,10,10,644,other,SF,udp,1,1,255,0.01,0.64,105,0
61850,18,1152,10,8,644,private,SF,udp,6,2,255,0.96,0.01,146,0
61849,18,1152,10,8,644,http,SF,tcp,7,14,255,1,0,655,0
61848,18,1152,10,8,644,smtp,SF,tcp,1,2,81,0.47,0.05,331,0
61851,18,1152,10,8,644,private,S0,tcp,143,17,255,0.02,0.06,0,1
61852,18,1152,10,8,644,http,SF,tcp,3,4,53,1,0,4841,0
61854,18,1152,10,8,644,domain_u,SF,udp,152,152,255,0.8,0.01,71,0
61855,18,1152,10,8,644,ecr_i,SF,icmp,300,300,168,0.44,0.04,0,1
61853,18,1152,10,8,644,private,S0,tcp,191,20,255,0,0.08,0,1
61859,20,1276,10,10,644,http,SF,tcp,6,11,255,1,0,728,0
61858,20,1276,10,10,644,domain_u,SF,udp,107,107,255,1,0.01,44,0
61856,20,1276,10,10,644,http,SF,tcp,13,13,13,1,0,1487,0
61857,20,1276,10,10,644,daytime,S0,tcp,257,8,255,0.03,0.07,0,1
61860,20,1276,10,10,644,http,SF,tcp,35,35,255,1,0,810,0
61861,20,1276,10,10,644,http,SF,tcp,6,6,68,1,0,5170,0
61862,20,1276,10,10,644,private,SF,udp,17,17,230,0.07,0.71,0,1
61863,20,1276,10,10,644,private,REJ,tcp,140,17,255,0.07,0.05,0,1
61867,18,1152,10,8,644,ecr_i,SF,icmp,511,511,255,0.6,0.01,0,1
61865,18,1152,10,8,644,other,SF,udp,1,1,255,0,0.62,105,0
61866,18,1152,10,8,644,exec,S0,tcp,148,13,255,0.01,0.06,0,1
61864,18,1152,10,8,644,http,SF,tcp,20,20,50,1,0,1254,0
61869,18,1152,10,8,644,ftp,SF,tcp,1,1,238,0.22,0.03,770,0
61868,18,1152,10,8,644,smtp,SF,tcp,1,1,196,0.69,0.02,1431,0
61870,18,1152,10,8,644,netbios_ssn,S0,tcp,241,19,255,0.07,0.07,0,1
61871,18,1152,10,8,644,private,SF,udp,5,1,255,0.92,0.01,146,0
61873,20,1276,10,10,644,bgp,S0,tcp,253,20,255,0.08,0.07,0,1
61872,20,1276,10,10,644,domain_u,SF,udp,8,8,255,0.99,0.01,76,0
61874,20,1276,10,10,644,eco_i,SF,icmp,1,1,4,1,0,0,1
61875,20,1276,10,10,644,private,SF,udp,2,2,74,0.89,0.03,0,1
61877,20,1276,10,10,644,mtp,S0,tcp,145,19,255,0.04,0.07,0,1
61878,20,1276,10,10,644,domain_u,SF,udp,1,1,11,0.91,0.18,110,0
61876,20,1276,10,10,644,smtp,SF,tcp,1,1,102,0.29,0.7,236,0
61879,20,1276,10,10,644,efs,S0,tcp,140,1,255,0,0.06,0,1
61883,20,1276,10,10,644,private,RSTR,tcp,14,2,184,0.01,0.05,0,1
61882,20,1276,10,10,644,http,SF,tcp,9,35,75,1,0,1352,0
61881,20,1276,10,10,644,private,REJ,tcp,59,1,255,0,0.51,0,1
61880,20,1276,10,10,644,finger,S0,tcp,2,1,162,0.25,0.02,0,1
61884,20,1276,10,10,644,private,SF,udp,2,2,14,0.86,0.21,146,0
61885,20,1276,10,10,644,ecr_i,SF,icmp,511,511,187,0.5,0.04,0,1
61886,20,1276,10,10,644,telnet,S0,tcp,25,5,255,0.02,0.07,0,1
61887,20,1276,10,10,644,http,SF,tcp,3,3,12,1,0,2516,0
61889,18,1152,10,8,644,other,SF,udp,344,344,255,1,0,4,0
61891,18,1152,10,8,644,urp_i,SF,icmp,2,1,255,0.12,0.01,0,0
61890,18,1152,10,8,644,http,SF,tcp,4,4,4,1,0,1157,0
61888,18,1152,10,8,644,domain_u,SF,udp,12,23,255,0.98,0.01,114,0
61892,18,1152,10,8,644,eco_i,SF,icmp,1,11,1,1,0,0,1
61893,18,1152,10,8,644,ftp,SF,tcp,1,1,255,0.24,0.02,765,0
61894,18,1152,10,8,644,private,REJ,tcp,127,13,202,0.06,0.06,0,1
61895,18,1152,10,8,644,http,SF,tcp,2,20,2,1,0,30427,0
61896,20,1276,10,10,644,http,SF,tcp,4,23,5,1,0,5370,0
61898,20,1276,10,10,644,finger,S0,tcp,251,21,255,0.08,0.06,0,1
61897,20,1276,10,10,644,eco_i,SF,icmp,1,28,2,1,0,0,1
61899,20,1276,10,10,644,http,SF,tcp,3,3,7,1,0,2075,0
61900,20,1276,10,10,644,private,S0,tcp,108,15,255,0.02,0.08,0,1
61901,20,1276,10,10,644,smtp,SF,tcp,1,1,65,0.23,0.09,328,0
61902,20,1276,10,10,644,private,REJ,tcp,103,1,255,0,0.42,0,1
61903,20,1276,10,10,644,http,SF,tcp,6,6,255,1,0,322,0
61906,18,1152,10,8,644,private,RSTR,tcp,1,1,255,0,0.44,0,1
61904,18,1152,10,8,644,other,REJ,tcp,351,1,255,0,1,0,1
61905,18,1152,10,8,644,domain_u,SF,udp,2,4,255,0.93,0.01,107,0
61907,18,1152,10,8,644,iso_tsap,REJ,tcp,119,4,255,0.02,0.07,0,1
61908,18,1152,10,8,644,ecr_i,SF,icmp,478,478,135,1,0,0,1
61909,18,1152,10,8,644,systat,S0,tcp,281,22,255,0.09,0.05,0,1
61910,18,1152,10,8,644,private,S0,tcp,142,14,255,0.08,0.07,0,1
61911,18,1152,10,8,644,ftp_data,SF,tcp,1,1,17,1,0,5150180,1
